issue_key,file_path,file,rule,impact_severity,impact_quality,type,message,line,effort
AZ4INYCUUdMD1-xUqsS0,lib/sqlalchemy/event/api.py,api.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",35,5min
AZ4INYCXUdMD1-xUqsS1,lib/sqlalchemy/event/attr.py,attr.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,586,5min
AZ4INYCXUdMD1-xUqsS2,lib/sqlalchemy/event/attr.py,attr.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,591,5min
AZ4INYCNUdMD1-xUqsSt,lib/sqlalchemy/event/base.py,base.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",72,5min
AZ4INYCNUdMD1-xUqsSs,lib/sqlalchemy/event/base.py,base.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,390,5min
AZ4INYCRUdMD1-xUqsSx,lib/sqlalchemy/event/legacy.py,legacy.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""kw"".",96,5min
AZ4INYCRUdMD1-xUqsSw,lib/sqlalchemy/event/legacy.py,legacy.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",113,5min
AZ4INYB2UdMD1-xUqsSR,lib/sqlalchemy/ext/associationproxy.py,associationproxy.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Function ""association_proxy"" has 15 parameters, which is greater than the 13 authorized.",85,20min
AZ4INYB2UdMD1-xUqsST,lib/sqlalchemy/ext/associationproxy.py,associationproxy.py,python:S1764,MEDIUM,RELIABILITY,BUG,"Correct one of the identical sub-expressions on both sides of operator ""and"".",1011,2min
AZ4INYB2UdMD1-xUqsSZ,lib/sqlalchemy/ext/associationproxy.py,associationproxy.py,python:S1871,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Either merge this branch with the identical one on line ""1766"" or change one of the implementations.",1768,10min
AZ4INYB2UdMD1-xUqsSb,lib/sqlalchemy/ext/associationproxy.py,associationproxy.py,python:S1871,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Either merge this branch with the identical one on line ""1863"" or change one of the implementations.",1865,10min
AZ4INYBMUdMD1-xUqsRb,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""base"".",757,5min
AZ4INYBMUdMD1-xUqsRc,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""table"".",759,5min
AZ4INYBMUdMD1-xUqsRe,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""base"".",804,5min
AZ4INYBMUdMD1-xUqsRd,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""local_cls"".",805,5min
AZ4INYBMUdMD1-xUqsRf,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""constraint"".",807,5min
AZ4INYBMUdMD1-xUqsRg,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""base"".",844,5min
AZ4INYBMUdMD1-xUqsRh,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""local_cls"".",845,5min
AZ4INYBMUdMD1-xUqsRi,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""constraint"".",847,5min
AZ4INYBMUdMD1-xUqsRl,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""base"".",938,5min
AZ4INYBMUdMD1-xUqsRk,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""direction"".",939,5min
AZ4INYBMUdMD1-xUqsRj,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""local_cls"".",944,5min
AZ4INYBMUdMD1-xUqsRo,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""automap_base"".",1451,5min
AZ4INYBMUdMD1-xUqsRq,lib/sqlalchemy/ext/automap.py,automap.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""name_for_scalar_relationship"".",1602,5min
AZ4INYBsUdMD1-xUqsSA,lib/sqlalchemy/ext/instrumentation.py,instrumentation.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",109,5min
AZ4INYBsUdMD1-xUqsSB,lib/sqlalchemy/ext/instrumentation.py,instrumentation.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""manager"".",250,5min
AZ4INYBsUdMD1-xUqsSC,lib/sqlalchemy/ext/instrumentation.py,instrumentation.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""class_"".",253,5min
AZ4INYBsUdMD1-xUqsSF,lib/sqlalchemy/ext/instrumentation.py,instrumentation.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""class_"".",277,5min
AZ4INYBsUdMD1-xUqsSG,lib/sqlalchemy/ext/instrumentation.py,instrumentation.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""key"".",277,5min
AZ4INYBsUdMD1-xUqsSH,lib/sqlalchemy/ext/instrumentation.py,instrumentation.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""class_"".",280,5min
AZ4INYBsUdMD1-xUqsSJ,lib/sqlalchemy/ext/instrumentation.py,instrumentation.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""class_"".",286,5min
AZ4INYBsUdMD1-xUqsSK,lib/sqlalchemy/ext/instrumentation.py,instrumentation.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""class_"".",289,5min
AZ4INYBsUdMD1-xUqsSL,lib/sqlalchemy/ext/instrumentation.py,instrumentation.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""class_"".",292,5min
AZ4INYBPUdMD1-xUqsRx,lib/sqlalchemy/ext/mutable.py,mutable.py,python:S1871,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Either merge this branch with the identical one on line ""917"" or change one of the implementations.",919,10min
AZ4INYA9UdMD1-xUqsRG,lib/sqlalchemy/ext/mypy/decl_class.py,decl_class.py,python:S1871,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Either merge this branch with the identical one on line ""57"" or change one of the implementations.",59,10min
AZ4INYA9UdMD1-xUqsRI,lib/sqlalchemy/ext/mypy/decl_class.py,decl_class.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,131,5min
AZ4INYBIUdMD1-xUqsRY,lib/sqlalchemy/ext/mypy/infer.py,infer.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,410,5min
AZ4INYBIUdMD1-xUqsRZ,lib/sqlalchemy/ext/mypy/infer.py,infer.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,416,5min
AZ4INYBDUdMD1-xUqsRP,lib/sqlalchemy/ext/mypy/names.py,names.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""cls"".",241,5min
AZ4INYBFUdMD1-xUqsRR,lib/sqlalchemy/ext/mypy/plugin.py,plugin.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""version"".",136,5min
AZ4INYBkUdMD1-xUqsR5,lib/sqlalchemy/ext/serializer.py,serializer.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,88,5min
AZ4INYBkUdMD1-xUqsR6,lib/sqlalchemy/ext/serializer.py,serializer.py,python:S112,MEDIUM,MAINTAINABILITY,CODE_SMELL,Replace this generic exception class with a more specific one.,168,20min
AZ4INYCgUdMD1-xUqsS-,lib/sqlalchemy/inspection.py,inspection.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",143,5min
AZ4INYAeUdMD1-xUqsQp,lib/sqlalchemy/orm/__init__.py,__init__.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""lcls"".",165,5min
AZ4INYAiUdMD1-xUqsQq,lib/sqlalchemy/orm/_orm_constructors.py,_orm_constructors.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Function ""mapped_column"" has 33 parameters, which is greater than the 13 authorized.",98,20min
AZ4INYAiUdMD1-xUqsQr,lib/sqlalchemy/orm/_orm_constructors.py,_orm_constructors.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""type_"".",375,5min
AZ4INYAiUdMD1-xUqsQs,lib/sqlalchemy/orm/_orm_constructors.py,_orm_constructors.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Function ""column_property"" has 16 parameters, which is greater than the 13 authorized.",437,20min
AZ4INYAiUdMD1-xUqsQt,lib/sqlalchemy/orm/_orm_constructors.py,_orm_constructors.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Function ""composite"" has 16 parameters, which is greater than the 13 authorized.",571,20min
AZ4INYAiUdMD1-xUqsQu,lib/sqlalchemy/orm/_orm_constructors.py,_orm_constructors.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Function ""composite"" has 16 parameters, which is greater than the 13 authorized.",592,20min
AZ4INYAiUdMD1-xUqsQv,lib/sqlalchemy/orm/_orm_constructors.py,_orm_constructors.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Function ""composite"" has 16 parameters, which is greater than the 13 authorized.",613,20min
AZ4INYAiUdMD1-xUqsQw,lib/sqlalchemy/orm/_orm_constructors.py,_orm_constructors.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Function ""composite"" has 16 parameters, which is greater than the 13 authorized.",633,20min
AZ4INYAiUdMD1-xUqsQx,lib/sqlalchemy/orm/_orm_constructors.py,_orm_constructors.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Function ""relationship"" has 37 parameters, which is greater than the 13 authorized.",936,20min
AZ4INYAiUdMD1-xUqsQy,lib/sqlalchemy/orm/_orm_constructors.py,_orm_constructors.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Function ""deferred"" has 15 parameters, which is greater than the 13 authorized.",2064,20min
AZ4INX-kUdMD1-xUqsLT,lib/sqlalchemy/orm/attributes.py,attributes.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""dict_"".",1286,5min
AZ4INX-kUdMD1-xUqsLU,lib/sqlalchemy/orm/attributes.py,attributes.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""dict_"".",1300,5min
AZ4INX-kUdMD1-xUqsLM,lib/sqlalchemy/orm/attributes.py,attributes.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,1498,5min
AZ4INX-kUdMD1-xUqsLN,lib/sqlalchemy/orm/attributes.py,attributes.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,1513,5min
AZ4INX-kUdMD1-xUqsLV,lib/sqlalchemy/orm/attributes.py,attributes.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""dict_"".",1764,5min
AZ4INX-kUdMD1-xUqsLW,lib/sqlalchemy/orm/attributes.py,attributes.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""initiator"".",1778,5min
AZ4INX-kUdMD1-xUqsLX,lib/sqlalchemy/orm/attributes.py,attributes.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""key"".",1779,5min
AZ4INX-kUdMD1-xUqsLO,lib/sqlalchemy/orm/attributes.py,attributes.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,2263,5min
AZ4INYAHUdMD1-xUqsPv,lib/sqlalchemy/orm/bulk_persistence.py,bulk_persistence.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""mapper"".",296,5min
AZ4INX_mUdMD1-xUqsOm,lib/sqlalchemy/orm/clsregistry.py,clsregistry.py,python:S108,MEDIUM,MAINTAINABILITY,CODE_SMELL,Either remove or fill this block of code.,146,5min
AZ4INX_mUdMD1-xUqsOn,lib/sqlalchemy/orm/clsregistry.py,clsregistry.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",177,5min
AZ4INX_mUdMD1-xUqsOq,lib/sqlalchemy/orm/clsregistry.py,clsregistry.py,python:S5890,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Replace the type hint ""Mapping"" with ""Optional[Mapping]"" or don't assign ""None"" to ""_fallback_dict""",543,5min
AZ4INX-XUdMD1-xUqsKk,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1129,5min
AZ4INX-XUdMD1-xUqsKl,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1137,5min
AZ4INX-XUdMD1-xUqsKm,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1146,5min
AZ4INX-XUdMD1-xUqsKn,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1154,5min
AZ4INX-XUdMD1-xUqsKo,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1198,5min
AZ4INX-XUdMD1-xUqsKp,lib/sqlalchemy/orm/collections.py,collections.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""fn"".",1215,5min
AZ4INX-XUdMD1-xUqsKq,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1215,5min
AZ4INX-XUdMD1-xUqsKr,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1223,5min
AZ4INX-XUdMD1-xUqsKs,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1234,5min
AZ4INX-XUdMD1-xUqsKt,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1244,5min
AZ4INX-XUdMD1-xUqsKv,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1270,5min
AZ4INX-XUdMD1-xUqsKw,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1280,5min
AZ4INX-XUdMD1-xUqsKx,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1289,5min
AZ4INX-XUdMD1-xUqsKy,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1298,5min
AZ4INX-XUdMD1-xUqsKz,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1313,5min
AZ4INX-XUdMD1-xUqsK0,lib/sqlalchemy/orm/collections.py,collections.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""fn"".",1323,5min
AZ4INX-XUdMD1-xUqsK1,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1323,5min
AZ4INX-XUdMD1-xUqsK2,lib/sqlalchemy/orm/collections.py,collections.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""fn"".",1338,5min
AZ4INX-XUdMD1-xUqsK3,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1338,5min
AZ4INX-XUdMD1-xUqsK5,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1391,5min
AZ4INX-XUdMD1-xUqsK6,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1403,5min
AZ4INX-XUdMD1-xUqsK7,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1414,5min
AZ4INX-XUdMD1-xUqsK8,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1425,5min
AZ4INX-XUdMD1-xUqsK-,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1437,5min
AZ4INX-XUdMD1-xUqsK9,lib/sqlalchemy/orm/collections.py,collections.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""fn"".",1437,5min
AZ4INX-XUdMD1-xUqsK_,lib/sqlalchemy/orm/collections.py,collections.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""fn"".",1445,5min
AZ4INX-XUdMD1-xUqsLA,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1445,5min
AZ4INX-XUdMD1-xUqsLB,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1453,5min
AZ4INX-XUdMD1-xUqsLC,lib/sqlalchemy/orm/collections.py,collections.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""fn"".",1464,5min
AZ4INX-XUdMD1-xUqsLD,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1464,5min
AZ4INX-XUdMD1-xUqsLE,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1472,5min
AZ4INX-XUdMD1-xUqsLF,lib/sqlalchemy/orm/collections.py,collections.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""fn"".",1483,5min
AZ4INX-XUdMD1-xUqsLG,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1483,5min
AZ4INX-XUdMD1-xUqsLH,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1496,5min
AZ4INX-XUdMD1-xUqsLI,lib/sqlalchemy/orm/collections.py,collections.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""fn"".",1512,5min
AZ4INX-XUdMD1-xUqsLJ,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1512,5min
AZ4INX-XUdMD1-xUqsLK,lib/sqlalchemy/orm/collections.py,collections.py,python:S5603,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this unused function declaration.,1525,5min
AZ4INX-XUdMD1-xUqsLL,lib/sqlalchemy/orm/collections.py,collections.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""lcls"".",1594,5min
AZ4INYAXUdMD1-xUqsQF,lib/sqlalchemy/orm/context.py,context.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",689,5min
AZ4INYAXUdMD1-xUqsQH,lib/sqlalchemy/orm/context.py,context.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""current_adapter"".",847,5min
AZ4INYAXUdMD1-xUqsQM,lib/sqlalchemy/orm/context.py,context.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,1569,5min
AZ4INYAXUdMD1-xUqsQN,lib/sqlalchemy/orm/context.py,context.py,python:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Method ""_select_statement"" has 22 parameters, which is greater than the 13 authorized.",1626,20min
AZ4INYAXUdMD1-xUqsQC,lib/sqlalchemy/orm/context.py,context.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,1836,5min
AZ4INYAXUdMD1-xUqsQW,lib/sqlalchemy/orm/context.py,context.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""entity_zero"".",2500,5min
AZ4INYAXUdMD1-xUqsQY,lib/sqlalchemy/orm/context.py,context.py,python:S1871,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Either merge this branch with the identical one on line ""2834"" or change one of the implementations.",2842,10min
AZ4INYAXUdMD1-xUqsQZ,lib/sqlalchemy/orm/context.py,context.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",2875,5min
AZ4INYAXUdMD1-xUqsQa,lib/sqlalchemy/orm/context.py,context.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""entity"".",2878,5min
AZ4INYAXUdMD1-xUqsQc,lib/sqlalchemy/orm/context.py,context.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",2889,5min
AZ4INYAXUdMD1-xUqsQe,lib/sqlalchemy/orm/context.py,context.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""entity"".",3083,5min
AZ4INX-RUdMD1-xUqsKe,lib/sqlalchemy/orm/decl_api.py,decl_api.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,1881,5min
AZ4INX_QUdMD1-xUqsNJ,lib/sqlalchemy/orm/decl_base.py,decl_base.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",175,5min
AZ4INX_QUdMD1-xUqsNK,lib/sqlalchemy/orm/decl_base.py,decl_base.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",221,5min
AZ4INX_QUdMD1-xUqsNa,lib/sqlalchemy/orm/decl_base.py,decl_base.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""mapper_kw"".",1815,5min
AZ4INX-5UdMD1-xUqsMM,lib/sqlalchemy/orm/dependency.py,dependency.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""uowcommit"".",222,5min
AZ4INX-5UdMD1-xUqsMN,lib/sqlalchemy/orm/dependency.py,dependency.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""states"".",222,5min
AZ4INX-5UdMD1-xUqsMO,lib/sqlalchemy/orm/dependency.py,dependency.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""uowcommit"".",225,5min
AZ4INX-5UdMD1-xUqsMP,lib/sqlalchemy/orm/dependency.py,dependency.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""states"".",225,5min
AZ4INX-5UdMD1-xUqsMS,lib/sqlalchemy/orm/dependency.py,dependency.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",259,5min
AZ4INX-5UdMD1-xUqsMW,lib/sqlalchemy/orm/dependency.py,dependency.py,python:S3923,MEDIUM,RELIABILITY,BUG,Remove this if statement or edit its code blocks so that they're not all the same.,414,15min
AZ4INX-5UdMD1-xUqsMU,lib/sqlalchemy/orm/dependency.py,dependency.py,python:S1871,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Either merge this branch with the identical one on line ""415"" or change one of the implementations.",422,10min
AZ4INX-5UdMD1-xUqsMK,lib/sqlalchemy/orm/dependency.py,dependency.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,525,5min
AZ4INX-5UdMD1-xUqsMn,lib/sqlalchemy/orm/dependency.py,dependency.py,python:S1854,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this assignment to local variable 'history'; the value is never used.,1057,1min
AZ4INX_bUdMD1-xUqsN6,lib/sqlalchemy/orm/descriptor_props.py,descriptor_props.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""to_load"".",563,5min
AZ4INX_jUdMD1-xUqsOV,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""clause"".",79,5min
AZ4INX_jUdMD1-xUqsOW,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""clause"".",82,5min
AZ4INX_jUdMD1-xUqsOX,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""clause"".",85,5min
AZ4INX_jUdMD1-xUqsOY,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""operator"".",176,5min
AZ4INX_jUdMD1-xUqsOZ,lib/sqlalchemy/orm/evaluator.py,evaluator.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""clause"".",176,5min
